doc_id,entity_id,window,title,body,published_at,url
PR_P000145_2026-01-15_15836,M:P000145,recent,"Padilla, Merkley Lead Senate Colleagues in Pushing Trump Administration to Reverse USPS Postmark Policy Undermining Vote-By-Mail","WASHINGTON, D.C. — Today, U.S. Senators Alex Padilla (D-Calif.), Ranking Member of the Senate Committee on Rules and Administration and California’s former Secretary of State, and Jeff Merkley (D-Ore.) led 14 Senators in condemning a recent announcement from the United States Postal Service (USPS) regarding postmarking practices that will make it harder for Americans to vote by mail, especially those living in rural communities.

Right before the holiday season, USPS clarified its recent practices in a rule stating, “the postmark date does not inherently or necessarily align with the date on which the Postal Service first accepted possession of the mailpiece.” Due to recent Postal Service consolidations, this policy would have significant negative impacts on election administration in vote-by-mail states like California that rely on postmarks to decipher ballot eligibility, while hampering access to basic services like prescription drug deliveries, tax returns, and bill payments.

“We write in strong opposition to the USPS’ decision to codify its decision to abandon the goal of timely postmarks by downgrading mail processing services,” wrote the Senators to USPS Postmaster General Dave Steiner. “We urge you to immediately reverse the underlying mail processing changes which contribute significantly to new postmark delays, including the policy described in the new USPS Postmarks and Postal Possession Final Rule. Moving away from postmarking mailpieces on the date they are received into the postal system presents significant negative consequences for millions of Americans conducting commercial transactions, government functions, which alarmingly includes voting.”

“We should be working to make voting easier for eligible voters, not harder,” continued the Senators. “These changes will only increase the likelihood of voter disenfranchisement. While voters can request a manual postmark at a post office, this is unrealistic for millions of voters who vote by mail and will only serve to discourage mail voting. Inevitably, many voters will not learn about the changes to their postal service until it is too late, creating uncertainty about whether their vote will be able to count.”

The Senators emphasized that many states determine mail-in ballot eligibility using the postmark date, and this change could lead to more ballots being rejected. Experts estimate at least a one-day delay for postmarks and mail delivery in rural areas.

They also highlighted that recent cost-cutting measures at USPS have led to facility closures and consolidations that acutely impact seniors, rural residents, and small businesses who rely on USPS for important personal and financial correspondence. Along with voting and tax issues, delayed postmarks will lead to application denials, late fees, missed deadlines for legal document submissions, overdue notices, and other challenges.

In addition to Padilla and Merkley, the letter was also signed by U.S. Senators Angela Alsobrooks (D-Md.), Tammy Baldwin (D-Wis.), Richard Blumenthal (D-Conn.), Cory Booker (D-N.J.), Maria Cantwell (D-Wash.), Catherine Cortez Masto (D-Nev.), Dick Durbin (D-Ill.), Angus King (I-Maine), Amy Klobuchar (D-Minn.), Patty Murray (D-Wash.), Jacky Rosen (D-Nev.), Adam Schiff (D-Calif.), Chris Van Hollen (D-Md.), and Ron Wyden (D-Ore.).

As Ranking Member of the Senate Rules Committee with oversight over federal elections, Senator Padilla has led the charge opposing President Trump’s attempts to restrict the right to vote across the country, including his attacks on vote-by-mail. Last week, Padilla and Senator Wyden led their colleagues in filing an amicus brief in Watson v. Republican National Committee, challenging Republican attempts to suppress mail-in voting. Following the November 2025 special elections, Padilla led a floor block sounding the alarm on the Trump Administration’s ongoing efforts to rig election rules one year out from the 2026 midterms.

Before coming to the Senate, Padilla established automatic and same-day voter registration, upgraded California’s voting systems to meet higher security standards, and expanded mail-in and in-person early voting as California’s Secretary of State.

Full text of the letter is available here and below:

Dear Postmaster General Steiner,

We write in strong opposition to the USPS’ decision to codify its decision to abandon the goal of timely postmarks by downgrading mail processing services. We urge you to immediately reverse the underlying mail processing changes which contribute significantly to new postmark delays, including the policy described in the new USPS Postmarks and Postal Possession Final Rule. Moving away from postmarking mailpieces on the date they are received into the postal system presents significant negative consequences for millions of Americans conducting commercial transactions, government functions, which alarmingly includes voting.

On December 24, 2025, the Postal Service added a new section to its Domestic Mail Manual, formally stating “the postmark date does not inherently or necessarily align with the date on which the Postal Service first accepted possession of the mailpiece.” This means that many voters and other users of the Postal Service could no longer receive a postmark the day they cast their ballot or drop off their tax forms in the mail. Instead, they will receive a postmark date when their mail reaches a regional processing center, which is likely to be significantly further away from their community due to recent USPS consolidations.

This misguided decision to delay postmarks has potentially harmful implications for our election system, and vote-by-mail. Many states determine whether a mail-in ballot can be counted using the postmark date. Election officials are already concerned and warning that this change could ultimately lead to higher mailed ballots being rejected.

Postmarks delays are especially problematic in states that vote entirely or largely by mail. Rural areas across the country will be especially impacted as experts estimate at least a one-day delay in postmark and mail delivery in rural areas. In theory, a rural voter could submit their ballot in time according to their state law, but due to the changes you are implementing, their legally-cast ballot would not be counted as it sits in a local post office. As we enter a year with many local and federal elections, the risk of disrupting this vital democratic process demands your attention and action.

We should be working to make voting easier for eligible voters, not harder. These changes will only increase the likelihood of voter disenfranchisement. While voters can request a manual postmark at a post office, this is unrealistic for millions of voters who vote by mail and will only serve to discourage mail voting. Inevitably, many voters will not learn about the changes to their postal service until it is too late, creating uncertainty about whether their vote will be able to count.

Postmarks that do not match the date a mailpiece is first received by the USPS are often the direct result of eliminating twice daily mail dispatches from local post offices to regional processing centers under the Regional Transportation Optimization (RTO) plan. Now, many mailpieces received after the first and only transfer truck leaves will sit overnight until the next daily transfer. This service downgrade should be reversed.

Delayed postmarks further pressure a mail delivery system struggling under the weight of ill-conceived cost-cutting measures. In recent years, mail processing facility closures and consolidations implemented under the disastrous “Delivering for America” plan have caused delays in mail delivery, affecting vital services like prescription deliveries, bill payments, and other essential communications. Seniors, rural residents, and small business owners have been particularly impacted by downgraded postal services. In addition to election and tax implications, delayed postmarks will result in late fees, missed legal document submissions, application denials, overdue notices, and increased costs for the American people.

In addition to restoring timely postmarks and ensuring voters aren’t negatively impacted, we urge the Postal Service to promptly engage cooperatively with union representatives to fully stand up the Postal Election Mail Task Force. Early engagement between management and postal workers will help ensure all necessary extraordinary measures are well understood and ready for implementation as election mail comes in for processing.

Thank you for your time and attention to this matter. We look forward to hearing your plans to address these concerns and request a response no later than 14 days from today.

Sincerely,

###",2026-01-15,https://www.padilla.senate.gov/newsroom/press-releases/padilla-merkley-lead-senate-colleagues-in-pushing-trump-administration-to-reverse-usps-postmark-policy-undermining-vote-by-mail/
PR_P000145_2026-01-15_62171,M:P000145,recent,"Senate Advances Padilla, Banks Bipartisan Tyler’s Law to Fight Fentanyl Crisis","WASHINGTON, D.C. — Today, the Senate Committee on Health, Education, Labor, and Pensions advanced bipartisan legislation led by U.S. Senators Alex Padilla (D-Calif.) and Jim Banks (R-Ind.) to help combat the fentanyl crisis. Tyler’s Law would direct the U.S. Department of Health and Human Services (HHS) to provide hospitals with guidance on incorporating fentanyl testing into routine emergency room drug screenings.

The legislation is named after Tyler Shamash, a Los Angeles teenager who died from fentanyl poisoning after he was admitted to the emergency room, where fentanyl was not included in the standard toxicology screen. Following Tyler’s tragic passing, California became the first state to pass Tyler’s Law in 2022. Senators Padilla and Banks’ bill is the companion to Representatives Ted Lieu (D-Calif.-36), Bob Latta (R-Ohio-05), and Sydney Kamlager-Dove’s (D-Calif.-37) legislation in the House of Representatives.

“The fentanyl crisis is a matter of life and death for families in California and across the country,” said Senator Padilla. “Far too many people, including children, have tragically died from fentanyl overdoses. One of those lives lost was Tyler Shamash, a Los Angeles teenager whose hospital screening tests failed to detect the drug in his system. By advancing our bipartisan legislation, the Senate took an important step to honor Tyler’s memory by bringing California’s updated standard of including fentanyl in emergency room screenings to the federal level. Today we are one step closer to preventing these tragedies.”

“Too many families in Indiana and across America have lost loved ones to fentanyl poisoning. Tyler’s Law will help prevent these tragedies by promoting fentanyl testing in hospital emergency departments. I thank Tyler’s mother, Juli, for championing this legislation to make fentanyl testing a national standard, and I am proud to see it pass out of committee,” said Senator Banks.

“I have been working with Tyler’s mom, Juli, on this bill for years and am pleased that we’re seeing movement on it in the Senate,” said Representative Lieu. “Juli initially reached out to my office in 2023 to share Tyler’s story and ask what we could do. It was shocking and awful to learn through Tyler’s story that some hospitals do not test for fentanyl when treating patients suspected of overdoses. The solution seemed common-sense: ensure doctors and hospitals were testing for fentanyl when ordering drug panels. I have been grateful for the partnership of Representatives Kamlager-Dove and Latta and Senators Padilla and Banks on this bill. By moving this bill forward, we’re honoring Tyler’s memory and fighting to save lives.”

“No one should ever experience the heartbreak of losing a loved one to a fentanyl overdose, nor should anyone have to question whether that death could have been prevented. In 2018, my constituent, Tyler Shamash, tragically lost his life to an overdose because fentanyl was not included in the emergency room’s drug screening. Tyler’s Law aims to save countless lives by ensuring that overdose victims can receive critical care before it’s too late. I am deeply grateful to have met Tyler’s mother, Juli, whose strength and tireless advocacy led to California’s requirement for emergency rooms to include fentanyl in their drug screenings. Now, we must take the next step and make fentanyl testing a nationwide standard by passing this lifesaving legislation,” said Representative Kamlager-Dove.

“Illicit fentanyl and its analogs have claimed countless American lives, and we must continue to do everything we can to curb this deadly epidemic. That’s why I co-lead Tyler’s Law in the House of Representatives, which will help us better understand fentanyl overdoses and the testing shortfalls occurring in hospital emergency rooms. I appreciate the Senate for marking up this crucial piece of legislation, and I support this vital, bipartisan effort to save lives,” said Representative Latta.

Fentanyl and fentanyl-related substances are the leading cause of overdose deaths in the United States, accounting for over 70 percent of all overdose fatalities in 2023. By expanding fentanyl testing in emergency rooms, this legislation aims to save lives and provide critical information to help combat the nation’s overdose crisis.

Specifically, Tyler’s Law would direct HHS to:

Assess Fentanyl Testing Practices — Study fentanyl testing rates in hospital emergency departments, including associated costs and benefits.

Issue National Guidance — Provide hospitals with recommendations on implementing routine fentanyl testing.

Improve Diagnosis & Treatment — Enhance the identification of fentanyl exposure and guide prevention and treatment efforts.

More on Tyler’s Law can be read here.

###",2026-01-15,https://www.padilla.senate.gov/newsroom/press-releases/senate-advances-padilla-banks-bipartisan-tylers-law-to-fight-fentanyl-crisis/
PR_W000817_2026-01-15_77676,M:W000817,recent,"Warren, Lawmakers Question Federal Trade Commission on Trump Mobile’s Questionable Marketing Practices","Warren, Lawmakers Question Federal Trade Commission on Trump Mobile’s Questionable Marketing Practices

Company initially promised consumers a phone “Made in the USA” and later quietly scrapped promise from website

Consumers asked to place $100 deposit and promised phone by August 2025—and to date no phones have been delivered

“The American people deserve to know that consumer protection laws apply equally to all businesses, regardless of political connections. The FTC’s response to any violations of consumer protection law by Trump Mobile will serve as a critical test of the FTC’s independence”

Text of Letter (PDF)

Washington, D.C. — U.S. Senator Elizabeth Warren (D-Mass.), Ranking Member of the Senate Committee on Banking, Housing, and Urban Development, and Representative Robert Garcia (D-Calif.), Ranking Member of the House Oversight Committee, led 9 lawmakers in writing to the Federal Trade Commission (FTC) with a set of questions regarding how the agency would address Trump Mobile’s potentially deceptive marketing practices. The lawmakers also requested answers from the FTC about any attempts by the Trump White House to intervene in the agency’s enforcement of consumer protection laws and regulations.

Senators Ed Markey (D-Mass.), Chris Van Hollen (D-Md.) and Adam Schiff (D-Calif.), along with Representatives Greg Casar (D-Texas), Alexandria Ocasio Cortez (D-N.Y.), Maxwell Frost (D-Fla.), Summer Lee (D-Pa.), Doris Matsui (D-Calif.), and Jan Schakowsky (D-Ill.) also joined the letter.

“Our review of publicly reported information about the advertising and sale of the phone reveals a pattern of potentially deceptive practices that warrant FTC investigation,” wrote the lawmakers.

In June 2025, the Trump Organization launched Trump Mobile, announcing a “T1” smartphone that would be “Made in the USA” and available in August 2025 to those who placed an order, which required a deposit of $100. Just a few weeks later, claims that the phone would be domestically produced were replaced with vague phrases like “American-Proud Design,” “Proudly American,” and “brought to life right here in the USA.”

Trump Mobile faced scrutiny for posting inconsistent designs for the phone, originally launching with a design similar to the iPhone Pro, and later posting a different design mimicking the Samsung Galaxy S25 Ultra. Phone case manufacturer Spigen threatened legal action as the phone in the image was in a Spigen case.

In August 2025, Trump Mobile began accepting $100 deposits from consumers, and to date has failed to deliver any T1 phones to consumers, and “there are no signs that the phone has become a reality.” Instead, Trump Mobile has consistently pushed back its delivery date, originally promising August 2025 and then postponing to November 2025 and then the beginning of December. As of January 2026, no phone has been delivered.

While customers wait for the promised T1 phone, Trump Mobile has been selling refurbished iPhones, which are largely manufactured in China, and Samsung devices, which are manufactured by a Korean company, while claiming these products are “brought to life right here in the USA.”

“The FTC is responsible for ensuring that companies like Trump Mobile do not make false or misleading claims when marketing products,” wrote the lawmakers.

The FTC has previously taken action against companies for false “Made in the USA” claims, misleading representations about product features and origins, bait-and-switch tactics involving deposits for products never delivered, and failure to honor promised delivery dates.

Senator Warren led an initial letter to the FTC in August asking the agency to explain its plan to uphold laws and regulations with respect to Trump Mobile and received no responses.

“The American people deserve to know that consumer protection laws apply equally to all businesses, regardless of political connections. The FTC’s response to any violations of consumer protection law by Trump Mobile will serve as a critical test of the FTC’s independence and commitment to its mission of ‘protecting the public from deceptive or unfair business practices,’” the lawmakers concluded.

The members asked the agency to address, by February 14, 2026, whether the Trump Mobile issues to date constitute deceptive practices and whether agency personnel have communicated with President Trump, the Trump Organization, or Trump Mobile at all about the T1 phone. In addition, the lawmakers asked the FTC to explain how it would respond to attempts from the Trump White House to interfere with the agency’s actions.

###",2026-01-15,https://www.warren.senate.gov/newsroom/press-releases/warren-lawmakers-question-federal-trade-commission-on-trump-mobiles-questionable-marketing-practices
PR_W000817_2026-01-15_67628,M:W000817,recent,Warren Questions Trump Military Nominee: Is It ‘Sedition’ for Someone in the Military to Question Whether an Order is Legal?,"Warren Questions Trump Military Nominee: Is It ‘Sedition’ for Someone in the Military to Question Whether an Order is Legal?

Nominee would be responsible for future military actions in Venezuela but said he would not say questions about the legality of orders is ""seditious""

Video of Exchange (YouTube)

Washington, D.C. — At a hearing of the Senate Armed Services Committee, U.S. Senator Elizabeth Warren (D-Mass.) questioned Lieutenant General Francis Donovan, nominee to be General and Commander of the United States Southern Command, about declining to execute illegal military orders.

As SOUTHCOM Commander, Lieutenant General Donovan would be responsible for future military actions in Venezuela. The previous SOUTHCOM Commander, Admiral Alvin Holsey, reportedly had expressed serious concerns about being given illegal orders in the role. Lieutenant General Donovan explained that in his 37 years of experience, he has frequently consulted legal advisors to ensure the execution of military orders complies with the law. However, Lieutenant General Donovan refused to answer if he had previously received illegal orders, saying only that he would not use the term “sedition” to describe officers questioning whether an order is legal.

Senator Warren also questioned Lieutenant General Donovan on whether he would carry out an order that a legal advisor determined was illegal.

Lieutenant General Donovan said, “I will take that very seriously if my legal advisor says that is an illegal order…I will never carry out illegal orders.”

Last week, Defense Secretary Pete Hegseth announced he was taking steps to censure and demote Senator Mark Kelly, a retired Navy Captain, for releasing a video with other lawmakers urging members of the military not to comply with illegal orders. President Trump accused all of the lawmakers in the video of “seditious behavior” and said they should be punished by death. The Department of Justice has reportedly also begun investigating the lawmakers involved with the video.

Transcript: Hearing to Consider the Nomination of Lieutenant General Francis L. Donovan, USMC to be General and Commander, United States Southern CommandSenate Armed Services CommitteeJanuary 15, 2026

Senator Elizabeth Warren: Thank you, Mr. Chairman. Nicolás Maduro was a terrible leader—there’s no question about that. It does not change the fact that President Trump’s military action to attack another country and seize Maduro was unconstitutional and threatens to drag Americans into a war they never voted for.

What does the President mean when he says the United States will “run” Venezuela for years? When he says “Venezuela now has the United States of America, the most powerful military in the World (by far!), to protect them and protect them we will.” It sounds like another “forever” war.

Lieutenant General Donovan, you are nominated to lead Southern Command, which would make you the commander responsible for any future military actions in Venezuela. You won’t make policy decisions, but service members will count on you to ensure that they are not asked to engage in military operations that are not legal. Now, according to press reports, your predecessor had serious concerns about illegal orders—that was not the case with these strikes.

General Donovan, is it ‘sedition’ for someone in the military to question whether an order is legal?

Lieutenant General Francis L. Donovan of the U.S. Marine Corps, Nominee to be General and Commander of the United States Southern Command: Senator, in my 37 years of experience, I received many orders over time and when I ever have faced a situation where I need to see clarity, I asked headquarters to clarify the task. And I come back and work on that with legal advisors, the Corps staff, Board of Commanders, senior enlisted leaders and present my thoughts to higher headquarters for their consideration.

Senator Elizabeth Warren: So, I think that what you're telling me is you have questioned whether an order is legal, is that right?

Lieutenant General Donovan: We face orders, we carry out missions, and so in that planning process, we look at all the aspects of each mission, each task, each order to ensure that we’re structuring the Command, the Force, the Unit to achieve the objective.

Senator Elizabeth Warren: I appreciate that, General, but the question I’m trying to ask is: is it sedition for someone in the military to question whether an order is legal? And I thought I just heard you say that you had actually questioned orders and whether they were legal and you sought advice.

So, I will ask it one more time: is it sedition to question whether an order is legal?

Lieutenant General Donovan: Senator, I would not use the term ‘sedition.’ I would use the term that basically, good order and discipline, how we approach any situation where we had to accomplish the mission and provide the best capability for the task at hand.

Senator Elizabeth Warren: I'm sorry, I still can't understand your answer here. I'm just asking a straightforward question. You tell me you have questioned orders in the past—about their legality, is that right?

Lieutenant General Donovan: Senator, I have questioned orders when either one, I either didn't understand, I wasn't equipped to carry them out, and I needed clarity before I can actually execute those orders. That’s just part of our planning process.

Senator Elizabeth Warren: But you have never questioned whether an order was legal? You’ve never wondered whether or not an order was legal and sought additional counsel on that?

Lieutenant General Donovan: Senator, in our planning processes, I always have a legal advisor at my side as a part of the planning process, so I always have leveraged those legal advisors to give me the best answer and in the end I'm responsible for the final decision to carry out or not carry out the order.

Senator Elizabeth Warren: We’ll stop playing dodgeball here. You know, I felt that that was going to be the easy question leading to harder questions. Back in 2016, Secretary Hegseth was clear that service members have a duty not to follow illegal orders. Since then he has repeatedly made clear his contempt for legal review, including by sidelining military legal advisors—the people who are supposed to help you stay on the right side of the law. What I wanted to know is how you look at those issues.

So, let me try a different version of the question. General Donovan, if your legal advisor tells you that an order is illegal, would you refuse to carry out that order?

Lieutenant General Donovan: Senator, the legal advisor is one of many staff members that provide their advice as we look at the scenario and the situation at hand. I will take that very seriously if my legal advisor says that is an illegal order and I will seek clarification from higher headquarters.

Senator Elizabeth Warren: Okay, and if somebody higher says no, what are you going to do at that point?

Lieutenant General Donovan: Senator, then I’d make a decision—using 37 years of experience—to carry out that order or not.

Senator Elizabeth Warren: Okay, but your intention is not to carry out an illegal order? Is that right?

Lieutenant General Donovan: I will never carry out illegal orders, Senator.

Senator Elizabeth Warren: I appreciate that. That’s what I want to hear. Thank you, Mr. Chairman.

###",2026-01-15,https://www.warren.senate.gov/newsroom/press-releases/warren-questions-trump-military-nominee-is-it-sedition-for-someone-in-the-military-to-question-whether-an-order-is-legal
PR_W000800_2026-01-15_68778,M:W000800,recent,Welch and Cornyn’s Bipartisan Bill to Mitigate Foreign Influence on U.S. Policymaking Passes Through Committee,"Legislation would ban former Senate-confirmed government employees from lobbying for countries of concern

WASHINGTON, D.C. — U.S. Senator Peter Welch (D-Vt.), a member of the Senate Judiciary Committee, today celebrated the advancement of the Conflict-free Leaving Employment and Activity Restrictions (CLEAR) Path Act, bipartisan legislation introduced alongside Senators John Cornyn (R-Texas), Sheldon Whitehouse (D-R.I.), and Jim Risch (R-Idaho), which would mitigate foreign influence on U.S. policymaking by prohibiting former Senate-confirmed government employees from lobbying on behalf of countries of concern. The bill advanced out of the Senate Judiciary Committee with bipartisan support.

“Public trust in our democratic institutions is eroding. It’s vital we set higher standards against potential conflicts of interest for former government employees, particularly when it involves foreign adversaries that might be working to influence U.S. policy,” said Senator Welch. “I’m thankful for the support of my Judiciary Committee colleagues on our bipartisan legislation and look forward to bringing this bill to the Senate floor.”

“Foreign adversaries with ill intentions should not wield influence on American policymaking, nor should they exploit our own citizens to intercede on their behalf,” said Senator Cornyn. “This commonsense legislation would root out attempts of malign foreign interference and ban high-level former U.S. government employees from lobbying for countries of concern like Russia and China.”

“Corrupt foreign nations put their thumb on the scales of American policy through both secret and overt channels of influence. Senior U.S. government officials should not be allowed to sell their expertise and access to benefit America’s adversaries after they leave public service, and I’m pleased to partner with Senators Cornyn and Welch to clear this bipartisan measure through the Judiciary Committee,” said Senator Whitehouse.

“It isn’t right for senior government officials to turn their public service experience into a payout from malign foreign governments,” said Senator Risch. “This bill will help prevent corruption at the highest levels of our government, protect our national security, and ensure that our public servants do not abuse their power for the good of America’s adversaries.”

With attempts by foreign actors to manipulate the U.S. political and governing processes in recent years, the CLEAR Path Act would seek to mitigate foreign malign influence in our political system by:

Permanently banning Agency Heads, Deputies, and Senate-confirmed employees from lobbying the executive and legislative branches on behalf of countries of concern, including China, Russia, Iran, North Korea, and Cuba; and

Providing a mechanism to add or remove countries of concern via a Senate Foreign Relations Committee and House Judiciary Committee joint resolution and with the concurrence of the U.S. Secretary of State and U.S. Attorney General.

Senator Welch has led bipartisan efforts to combat the influence of foreign entities in American government and elections. Last Congress, Senator Welch cosponsored the bicameral Get Foreign Money Out of U.S. Elections Act to close a campaign finance loophole created by the Citizens United v. FEC decision that allows foreign entities to contribute unlimited sums of money into American elections.

Read and download the full text of the CLEAR Path Act.

###",2026-01-15,https://www.welch.senate.gov/welch-and-cornyns-bipartisan-bill-to-mitigate-foreign-influence-on-u-s-policymaking-passes-through-committee/
PR_S000522_2026-01-16_02985,M:S000522,recent,Newsweek article on US-Taiwan trade deal'US Secures Historic Chip Deal Amid Tech War With China',"By Micah McCartney

Published January 16, 2026 at 3:09 PM EST

The United States has clinched a sweeping agreement with Taiwan that would reduce tariffs on the ""Silicon Island"" in exchange for up to a quarter‑trillion dollars in investments, a move that carries significant security implications for Taipei amid mounting pressure from China.

The deal follows similar arrangements Washington struck last year with Japan, European countries and China that brought down trade duties Trump had ratcheted up since April as part of a campaign to cut trade deficits and revive American manufacturing.

Why It Matters

The agreement comes as a relief to Taiwanese exporters and marks a boost for U.S. efforts to expand domestic production of critical technologies, particularly semiconductors used in everything from consumer electronics to advanced military systems. That push for onshoring accelerated during the COVID‑19 pandemic.

Taiwan accounts for roughly 60 percent of global semiconductor output and more than 90 percent of cutting‑edge nodes, including those used to power artificial intelligence technologies central to Washington’s tech competition with China.

Newsweek reached out to the White House and to Taiwan's Foreign Ministry and representative office in Washington, D.C., with written requests for comment.

What To Know

Taiwan’s de facto embassy in the United States and the American Institute in Taiwan, the U.S. government‑run office that handles Washington’s unofficial relations with Taipei, signed the agreement, the Commerce Department said Thursday.

Taiwan President Lai Ching-te called it a ""landmark agreement,"" saying the partners would see ""boosted economic integration, high-tech collaboration an two-way investments across key sectors, paving the way for a stronger partnership and more prosperous future.""

Under the deal, chipmakers such as Taiwan Semiconductor Manufacturing Company (TSMC) and other tech firms will commit at least $250 billion to expand U.S. capacity for advanced chips, clean‑energy technology, and AI. Taiwan will also provide $250 billion in credit guarantees to support Taiwanese companies building out the U.S. chip ecosystem.

The logo of Taiwan Semiconductor Manufacturing Company (TSMC) displayed at the Sheraton Hsinchu Hotel on June 3, 2025. | I-Hwa Cheng/AFP via Getty

Taiwan and the U.S. will also jointly establish “world‑class” industrial parks in the United States to reinforce Washington’s push to become a global hub for innovation and advanced manufacturing.

In exchange, U.S. tariffs on Taiwanese goods will be capped at 15 percent. Taiwanese aircraft components and generic pharmaceuticals, along with their ingredients, will be subject to a 0 percent tariff.

Section 232 duties on Taiwanese lumber, timber, wood‑derived products, and auto parts will also be lowered. Section 232 duties are essentially national‑security tariffs imposed by the Commerce Department on selected imports to protect industries deemed essential to U.S. defense and critical supply chains.

The U.S. accounted for just 10 percent of global wafer fabrication in 2024, down from 37 percent in 1990, according to the Commerce Department.

""China firmly opposes the negotiating and signing of any agreement with sovereign connotations and an official nature between China’s Taiwan region and countries having diplomatic relations with China,"" Chinese Foreign Ministry spokesperson Guo Jiakun told reporters Friday.

What People Are Saying

New Jersey Representative Chris Smith, co-chair of the Congressional-Executive Commission on China, said in a statement: “At a critical moment when the United States and Communist China are locked in a tight race for technological dominance, Taiwan’s impressive investment in U.S. technological development makes a world of difference.""

David Sacks, a fellow for Asia studies at the Council on Foreign Relations, said in a statement shared with Newsweek: “Beneath the surface of Taiwan’s pledges to increase U.S. trade ties lies an apprehension about the United States’ ultimate objectives, and what a potential rebalancing of global supply chains would mean for the island’s security. If the United States successfully onshores chip production, it may no longer care about Taiwan’s security and, therefore, not defend it from Chinese aggression.”

What Happens Next

China claims Taiwan as its territory and has vowed to bring the island under its control, through force if necessary. While the United States does not formally recognize Taiwan as a sovereign state, it remains the island’s main arms supplier, and its long‑standing policy of strategic ambiguity over whether it would defend Taiwan is widely seen as a key factor deterring Beijing.

But doubts over U.S. reliability have grown in Taipei over the past year, fueled by remarks from President Donald Trump, including falsely accusing Taiwan of stealing America's chip industry and suggesting the island should pay protection money.

Trump has said Chinese President Xi Jinping assured him China would not move against Taiwan during Trump's second term.",2026-01-16,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=415250
PR_K000404_2026-01-16_49601,M:K000404,recent,Advancing CNMI Infrastructure Priorities in Washington,"On Wednesday, I met with the CNMI delegation visiting Washington, DC to engage with the U.S. Department of Transportation, the Department of War, the Department of the Interior’s Office of Insular and International Affairs, and other federal partners on critical infrastructure needs in the Commonwealth. Our discussions focused on the long-term investments required for our three airports and three seaports in Saipan, Tinian, and Rota, as well as key highway and ferry projects that are essential to connectivity, national security, and economic resilience. We appreciate the leadership and collaboration of Secretary Ray Yumul, Administrator Wendi Prater, Special Assistant Alfreda Camacho-Maratita, Executive Director Esther Ada, CEO Esther Muna, Special Assistant Brien Nicholas Jr., and Chief of Staff Henry Hofschneider as we continue working together to advocate for the infrastructure our islands need and deserve.",2026-01-16,https://king-hinds.house.gov/media/newsletters/advancing-cnmi-infrastructure-priorities-washington
PR_K000404_2026-01-16_94201,M:K000404,recent,Advocating for Communities at T&I Member Day,"I was honored to briefly chair the House Transportation and Infrastructure Committee’s Member Day hearing, where I heard testimony from colleagues across the country advocating for critical transportation and infrastructure projects in their districts. Member Day is an important opportunity for Members who do not serve on the Committee to highlight local priorities and seek support for investments that strengthen connectivity, safety, and economic growth. I appreciated the thoughtful input from my colleagues on both sides of the aisle and remain committed to ensuring that infrastructure needs in communities, especially those in our island territories, are heard and considered.",2026-01-16,https://king-hinds.house.gov/media/newsletters/advocating-communities-ti-member-day
PR_K000404_2026-01-16_35456,M:K000404,recent,America250: America’s Field Trip,"This year, our nation will mark the 250th anniversary of American independence, and here in the CNMI, the CNMI America250 Commission is already hard at work making sure our islands are part of that historic moment. The year ahead will also recognize the 50th anniversary of the signing of the Covenant, making this a meaningful time for reflection, learning, and participation, especially for our young people. One of the first opportunities this year is America’s Field Trip, a nationwide student contest open to students in grades 3 through 12. Students are invited to share their perspective on the question “What does America mean to you?” through artwork or writing. Selected students can earn an all-expenses-paid educational field trip to iconic American landmarks such as the National Archives, Kennedy Space Center, Yellowstone National Park, and others. Cash awards are also available for students and educators. This is a great way for our students to express their voices, showcase creativity, and engage with our nation’s history during an important milestone year. I encourage families and educators to support student participation and help make sure the CNMI is well represented as we commemorate this historic moment together.

Submission Deadline: March 30, 2026

More information and entry details: America250.org/FieldTrip",2026-01-16,https://king-hinds.house.gov/media/newsletters/america250-americas-field-trip-0
PR_K000404_2026-01-16_07798,M:K000404,recent,"Catch Up with Kim -- January 16, 2026 -- Letter from the Congresswoman","Catch Up with Kim -- January 16, 2026 -- Letter from the Congresswoman
January 16, 2026
Newsletters
Image
Back to top button",2026-01-16,https://king-hinds.house.gov/media/newsletters/catch-kim-january-16-2026-letter-congresswoman
PR_K000404_2026-01-16_31162,M:K000404,recent,H-1B Fee Changes and the Path for Exemptions,"In October 2025, I wrote to DHS Secretary Kristi Noem about the impact of Presidential Proclamation 10973, which increased H-1B visa application fees to $100,000 for new applicants. In my letter, I raised concerns about how this change affects critical service areas in the CNMI that rely on skilled nonimmigrant workers. This week, we received a response outlining the Department of Homeland Security’s position and the limited process available for exemptions. DHS confirmed that exemptions to the $100,000 payment requirement are considered extremely rare, but that a formal pathway does exist for employers to request one. Employers seeking an exemption must submit a request along with supporting documentation to H1BExceptions@hq.dhs.gov. DHS also provided additional guidance on how Proclamation 10973 is being implemented. We will continue tracking how these changes affect employers and workers in the Marianas and sharing updates as more information becomes available.",2026-01-16,https://king-hinds.house.gov/media/newsletters/h-1b-fee-changes-and-path-exemptions
