doc_id,entity_id,window,title,body,published_at,url
PR_W000800_2025-09-18_78387,M:W000800,early,Welch Joins Bipartisan Legislation Challenging Trump’s Tariffs on Brazil,"WASHINGTON, D.C. – Today, U.S. Senator Peter Welch (D-Vt.), a member of the Senate Finance Committee, joined U.S. Senators Tim Kaine (D-Va.), Rand Paul (R-Ky.), Senate Minority Leader Chuck Schumer (D-N.Y.), and Senators Jeanne Shaheen (D-N.H.), Ron Wyden (D-Ore.), and Angus King (I-Maine) in filing bipartisan legislation to challenge President Trump’s tariffs on billions of dollars of goods from Brazil. The tariffs were illegally imposed under the International Emergency Economic Powers Act (IEEPA).

The Senators’ legislation would terminate the July 30 emergency declaration and eliminate the tariffs on Brazilian imports implemented as a result. President Trump’s order cited IEEPA, and any one Senator can challenge the use of IEEPA. The bill is privileged, so the Senate will be required to vote on it.

“President Trump’s unconstitutional trade war has been a disaster on all fronts. That’s especially true for working families who are already struggling to keep up with rising costs. The President’s bogus ‘emergency declaration’ is yet another example him abusing his power to help out his political allies, this time a convicted enemy of democracy in Brazil—which has a trade surplus with the United States. To falsely claim that judicial proceedings in a foreign country constitutes a U.S. national emergency makes a mockery of the term and will backfire on the American people and our trade relationships,” said Senator Welch. “Our resolution claw backs this abuse of executive power and reasserts Congress’ constitutional authority on trade policy.”

Americans import more than $40 billion worth of goods annually from Brazil, including nearly $2 billion worth of coffee, a product that cannot be grown in most of the United States. Trade between the U.S. and Brazil supports nearly 130,000 jobs in the U.S., and the U.S. has a trade surplus with Brazil. A trade war with Brazil would raise costs for Americans, harm both the American and Brazilian economies, and drive Brazil closer to China.

“President Trump’s tariffs on Brazilian goods, which he imposed to try and stop Brazil’s prosecution of one of his friends, is outrageous,” said Senator Kaine, Ranking Member of the Senate Foreign Relations Subcommittee on the Western Hemisphere. “We must stop President Trump from starting these incompetent and chaotic trade wars that are making everyday goods more expensive for Americans who are just trying to get by. When this legislation comes to the Senate floor, I urge my colleagues on both sides of the aisle to stand up for the principle that our economic policy should be designed with Americans’ best interests—not petty personal vendettas—at heart.”

“I am alarmed by the Brazilian government’s persecution of a former president and authoritarian repression of freedom of speech, but that has no bearing on the constitutional limits of our own executive,” said Senator Paul. “The President of the United States does not have the authority under IEEPA to unilaterally impose tariffs. Trade policy belongs to Congress, not the White House.”

“As American families are facing high prices and increasing economic stability, President Trump is wielding his trade war not to cut costs for families but to advance his petty political agendas,” said Leader Schumer. “Trump instituted the fake “emergency declaration” following the prosecution of his ally, former president Jair Bolsonaro, in a blatant overreach of his presidential power. Americans don’t deserve to have Trump play politics with their livelihood and pocketbooks. It’s beyond time for Congressional Republicans to end this madness and join Democrats in standing up to Trump’s tariff tax.”

“President Trump’s tariffs are a tax on everyday American’s wallets,” said Senator Shaheen, Ranking Member of the Senate Foreign Relations Committee. “The tariffs on Brazil are not just hurting families and businesses, they are also an example of this president weaponizing America’s economy to interfere with another nation’s judiciary. This resolution makes it clear that these tariffs are an unlawful overreach of presidential authority and a wholesale betrayal of the concerns Americans have about rising prices.”

“Trump’s massive tariffs on coffee, beef and other goods we buy from Brazil are a blatantly illegal abuse of the law. I’m proud to partner on this resolution to put Republican senators on the record about whether they will oppose this corrupt tax hike on their constituents or once again let Trump pull their strings to settle his personal scores,” said Senator Wyden, Ranking Member of the Senate Finance Committee.

Senator Welch has blasted Trump’s tariffs and trade war and shared stories from constituents about how President Trump’s economic policies have impacted their businesses, farms, and communities. Senator Welch is a cosponsor of a bipartisan resolution to repeal the tariffs on Canada, a bipartisan bill to restore congressional tariff authority, a bill to restrict the Executive Branch’s authority to impose tariffs through the IEEPA, and a bill to exempt small businesses from the April 2nd global tariff Executive Order. Senator Welch also led a bipartisan resolution to end President Trump’s ruinous global tariffs.

Read and download the full text of the legislation.

###",2025-09-18,https://www.welch.senate.gov/welch-joins-bipartisan-legislation-challenging-trumps-tariffs-on-brazil/
PR_W000800_2025-09-18_43450,M:W000800,early,"Welch Reintroduces Bicameral Legislation to Invest in Local Communities, Strengthen Transmission Grid","WASHINGTON, D.C. – U.S. Senator Peter Welch (D-Vt.), Ranking Member of the Senate Agriculture Subcommittee on Rural Development, Energy, and Credit, today joined U.S. Senator John Hickenlooper (D-Colo.) and U.S. Representative Sean Casten (D-IL-06) in reintroducing the Energizing Our Communities Act, legislation to support local communities that host Department of Energy (DOE)-supported transmission projects. The program will help build trust between local governments and transmission developers so our nation can sustainably increase transmission capacity, which is crucial to a national clean energy transition. Senator John Hickenlooper (D-Colo.) also cosponsored the bill.

“Expanding transmission lines is key to achieving a clean energy future and ensuring the long-term welfare of communities in Vermont, New England, and across the country. But building a comprehensive and reliable transmission grid that connects communities to renewable energy won’t happen overnight. That’s why it’s crucial to support community buy-in programs that work to increase transmission build-out at the ground level,” said Senator Welch. “The Energizing Our Communities Act works to strengthen the nation’s transmission grid by fostering a healthy relationship between communities and developers. This will be critical to boosting clean power capacity nationwide so we can lower energy costs, increase resiliency from extreme weather events, and help meet rising clean energy demands.”

“Cheaper energy needs more clean power – and a modern grid to move it,” said Senator Hickenlooper. “Local communities are ready to bring transmission lines into the 21st century. Let’s put them in the driver’s seat of our new energy future.”

“The transition to clean, affordable, and reliable energy represents one of the greatest economic opportunities of our time,” said Rep. Casten. “The Energizing Our Communities Act seizes that opportunity by investing in the communities that will host the power lines that take cheap electricity from where it’s generated to where it’s needed, spurring economic growth along the way. It’s a win for our planet and for the people at the heart of the clean energy transition.”

The Energizing Our Communities Act invests revenue from certain federal Department of Energy loan programs back into communities, including tribal governments, that host transmission infrastructure. This bill aims to support national transmission grid build-out by ensuring communities see the benefits of transmission at the ground level.

The Energizing Our Communities Act is endorsed by Grid Action; National Association of Counties (NACo); National League of Cities (NLC); Pathway Power; Protect Our Winters (POW); Vermont Electric Power Company (VELCO); and the Vermont League of Cities and Towns (VLCT).

“The scale of modern electric transmission projects requires thoughtful intergovernmental partnership, including finding ways to ensure resources invested in these projects directly benefit the communities that host them,” said Matthew Chase, Executive Director, National Association of Counties. “Counties applaud Senator Welch for his leadership in introducing the Energizing Our Communities Act and encourage its swift passage.”

“The Energizing Our Communities Act invests federal energy loan interest payments into local communities, and advances local economic development, infrastructure improvements and conservation projects, while delivering energy needs,” said Clarence E. Anthony, CEO and Executive Director, National League of Cities. “This innovative solution is the result of Senator Welch’s and Representative Casten’s leadership to help cities, towns and villages of all sizes secure resources to provide programs and services to residents.”

“One of the key challenges to deploying and scaling energy projects of all kinds in America today is the limited capacity of our transmission system. The Energizing Our Communities Act takes important steps to strengthen this critical infrastructure, ensuring that energy, whether traditional or renewable, can reliably reach the communities that depend on it. By expanding transmission, we not only improve the resilience and affordability of our energy supply, but also create the foundation to integrate clean energy at the scale needed for the future. We are grateful to Senator Welch and Congressman Casten for their leadership on this issue, and we look forward to working with partners like Protect Our Winters to help turn this vision into reality,” said Jam Attari, Managing Partner and Founder, Pathway Power.

“Senator Welch and Congressman Casten are showing the kind of leadership our communities desperately need. The Energizing Our Communities Act is a commonsense solution that will accelerate transmission capacity and clean energy deployment, lower costs for families, and strengthen our local economies, all while tackling the climate crisis head-on. Outdoor enthusiasts across the country know that the future of the places we love depends on bold, practical policies like this. Just as importantly, the bill ensures that community members are supported and engaged in the clean energy transition, an essential step to building trust and reducing NIMBYism that too often slows progress. Protect Our Winters is looking forward to supporting these efforts to ensure the Outdoor State has a strong voice in shaping our clean energy future,” said Ben Gubits, Vice President of Campaigns, Protect Our Winters.

“Vermont Municipalities and local governments across the country want reliable, affordable, and climate-resilient infrastructure. The Energizing Our Communities Act will help municipalities do their part in supporting modern electrical transmission systems built for the future,” said Josh Hanford, Director of Intergovernmental Relations, Vermont League of Cities and Towns (VLCT).

Senator Welch has championed initiatives to lower energy costs, create green jobs, and speed the transition to a clean energy economy. In a recent speech on the Senate floor, Senator Welch slammed President Trump’s Executive Order declaring a national energy emergency, which will kill jobs in the clean energy sector that are vital to producing less expensive power. In April, Senator Welch introduced the Advancing Grid-Enhancing Technologies (GETs) Act, legislation to boost investment in grid-enhancing technologies and increase U.S. power grid capacity.

Last Congress, Senator Welch introduced the bicameral American Renewable Energy Act (AREA), legislation to establish a 70% renewable energy resource standard by 2034 and up to 100% by 2044 to drastically reduce emissions, decrease pollution, and promote community resilience. The Senator also welcomed professional athletes, outdoor recreation enthusiasts, and climate advocates to Capitol Hill to discuss the importance of passing the Energizing Our Communities Act.

Learn more about the Energizing Our Communities Act of 2025.

Read and download the full text of the bill.",2025-09-18,https://www.welch.senate.gov/welch-reintroduces-bicameral-legislation-to-invest-in-local-communities-strengthen-transmission-grid/
PR_W000800_2025-09-18_57085,M:W000800,early,"Welch, Tillis, Shaheen, Ricketts Introduce Bipartisan Resolution Congratulating North Macedonia on 34 Years of Independence","Resolution also honors 30th anniversary of diplomatic relations between United States and the Republic of North Macedonia

WASHINGTON, D.C. – U.S. Senators Peter Welch (D-Vt.), Thom Tillis (R-N.C.), Jeanne Shaheen (D-N.H.), and Pete Ricketts (R-Neb.) this week introduced a resolution congratulating the Republic of North Macedonia as they celebrate the 34th anniversary of their independence. Senator Welch honored the 30 years of diplomatic relations and friendship between the United States and North Macedonia.

“The bond of friendship between the United States and the Republic of North Macedonia has been vital to advancing democratic reforms and the rule of law in Eastern Europe. We’re grateful for North Macedonia’s continued partnership in our shared pursuit of global prosperity, peace, cooperation, and friendship. I’m proud to introduce this resolution honoring three decades of friendship between our two countries and congratulating the people of North Macedonia on 34 years of independence,” said Senator Welch. “I will continue to avidly support North Macedonia’s accession to the EU, which will bring increased opportunities for exchanges of business and commerce as well as additional coordination between the Vermont National Guard and the Army of North Macedonia.”

Senator Welch also expressed support for North Macedonia’s active role in regional cooperation, including the country’s dedication to shared security, collective defense, and joint military alliance as members of the North Atlantic Treaty Organization (NATO), and continued support of the country’s European Union (EU) accession process.

“North Macedonia remains an important ally in advancing democratic values, strengthening NATO, and promoting stability in the Western Balkans,” said Senator Tillis. “As we mark 34 years of independence and 30 years of diplomatic relations with the United States, this resolution highlights the significance of our partnership and North Macedonia’s role in supporting regional security. I look forward to continuing our friendship and supporting their progress toward EU accession.”

“North Macedonia is a critical NATO ally and as co-chair of the Senate NATO Observer Group, I was proud to help champion its NATO accession bid in the Senate. I am honored to cosponsor this bipartisan resolution, which reaffirms our enduring friendship and support for North Macedonia’s European Union aspirations,” said Senator Shaheen.

“For over 30 years, North Macedonia has been a friend to the United States,” said Senator Ricketts. “North Macedonia is a valuable strategic partner and a key ally. They have been a reliable member of NATO since joining in 2020. They share in our pursuit of peace and prosperity. Our relationship had advanced the rule of law and democracy in Eastern Europe. Congratulations on 34 years of independence.”

“For more than three decades, the partnership between North Macedonia and the Vermont National Guard has offered unprecedented continuity of effort in building capability and capacity in facilitating regional security and stability. This resolution rightly commends the success of this sustained effort in presenting countless opportunities for mutually beneficial professional development and opportunities for engagement well beyond the traditional military partnership,” said Gregory C. Knight, Major General, Vermont Adjutant General.

Last Congress, Senator Welch led a bipartisan resolution affirming the United States’ support for the Republic of North Macedonia’s EU accession. Senators Welch and Shaheen also joined a congressional delegation to North Macedonia, Montenegro, Kosovo, and Bosnia and Herzegovina, where they conveyed continued U.S. support for the Balkans. The Senators delivered remarks at the Sarajevo Security Conference recognizing America’s shared goal with the Western Balkans in continued collaboration toward enduring regional security, stability, and prosperity.

Read and download the full text of the resolution.

###",2025-09-18,https://www.welch.senate.gov/welch-tillis-shaheen-ricketts-introduce-bipartisan-resolution-congratulating-north-macedonia-on-34-years-of-independence/
PR_S000522_2025-09-19_94187,M:S000522,early,Fighting for Americans at home and abroadSmith introduces legislation to bring home unjustly detained Americans in China,"Bipartisan legislation mandating a coordinated U.S. government response to the unjust imprisonment of American citizens in China—and the use of family members as hostages to silence or punish American citizens critical of the Chinese Communist Party (CCP)—was introduced by Rep. Chris Smith (R-NJ), Co-Chair of the Congressional Executive Commission on China (CECC) and member of the House Foreign Affairs Committee.

Smith’s bipartisan Nelson Wells Jr. and Dawn Michelle Hunt Unjustly Detained in Communist China Act (HR 5491) was cosponsored by Representative Raja Krishnamoorthi (D-IL).

“The Chinese Communist Party unjustly detains and imprisons more Americans than any other country,” said Smith, who has chaired more than 107 congressional hearings on human rights abuses in China.

“Innocent Americans have been wrongfully imprisoned and tortured by an amoral legal system that has no respect for truth, due process, and basic human rights. It is well past time that the United States responds forcefully and fearlessly to rescue its citizens who have been held hostage by the CCP.”

Smith identified several people who have endured brutal and illegal treatment at the hands of the CCP, including Nelson Wells Jr. of Louisiana and Dawn Michelle Hunt of Illinois, as well as those imprisoned due to their ties—or their relatives’ ties—to the United States, such as Dr. Gulshan Abbas of China’s Xinjiang Uyghur Autonomous Region (XUAR), whose sister was an outspoken journalist at Radio Free Asia, and Ekpar Asat, a State Department International Visitor Leadership Program fellow.

“It ensures that the U.S. government never accepts silence, delay, or excuses from Beijing in these cases,” said the senior lawmaker and China policy expert.

Rep. Raja Krishnamoorthi, Ranking Member of the House Select Committee on the Strategic Competition Between the United States and the Chinese Communist Party, said, “Dawn Hunt is a daughter of Chicago, a member of a family that has served our city in uniform, and a victim of a gross miscarriage of justice. She should not be languishing in a Chinese prison with untreated medical conditions, and she certainly shouldn’t be used as leverage by the CCP.”

“This legislation is about Dawn, and other Americans who are unjustly detained or blocked from returning home by the People’s Republic of China. We must show her family, and all families like hers, that America will never abandon its own,” he continued.

“These deliberate assaults on the freedoms and livelihoods of American citizens and their families must end, once and for all—and this critical legislation provides the proper vehicle to do so,” noted Smith.

Key provisions of HR 5491 include:

Creating a “Cases of Concern” list for U.S. nationals and lawful permanent residents unjustly detained in China, including those whose family members are being held as leverage;

Requiring the Secretary of State to develop a diplomatic action plan within 60 days, including:

oAppointing a senior coordinator to prioritize the cases of concern list;

oExploring international prisoner transfer programs and allied cooperation; and

oReviewing sanction authorities and legal tools;

Mandating a classified report to Congress on:

oNumbers and details of detained Americans citizens;

oExit ban cases;

oDiplomatic action and accountability efforts; and

oRecommendations for stronger legislative or funding tools;

Providing support for families, including case assistance, and travel resources;

Issuing official “declarations of invalidity” for cleared individuals to remedy the long-term impacts of wrongful imprisonment; and

Declaring Chinese officials involved in these detentions as responsible for gross human rights violations, making them eligible for sanctions under the Global Magnitsky Act.

“I will always fight for the freedoms of Americans and their families detained abroad, and I know that the President shares this same commitment,” stated the renowned human rights legislator.

“By enabling the U.S. government to use every tool at its disposal—diplomatic, legal, and economic—to obtain the release of internationally detained Americans, this legislation ensures that no citizen can be forgotten or left behind.”

Background on highlighted cases:

Nelson Wells Jr., a New Orleans native, was arrested in China in 2014 and sentenced to 22 years in prison after being duped into carrying bags allegedly containing narcotics. His family maintains that he was unaware of the drugs. He suffers from chronic pain and untreated medical conditions while imprisoned.

Dawn Michelle Hunt, from Chicago, was also arrested in 2014 and sentenced to life imprisonment after being lured into a fraudulent sweepstakes scheme. Evidence of her innocence was ignored, and she has endured abuse and medical neglect in detention.

Dr. Gulshan Abbas, a retired medical doctor from China’s Xinjiang Uyghur Autonomous Region (XUAR), disappeared in 2018 and was later sentenced to 20 years in prison in a sham trial in Xinjiang. Her detention is widely believed to be retaliation against her sister, Rushan Abbas, a U.S. citizen and prominent Uyghur-American human rights advocate, who has spoken publicly against the CCP’s genocide in Xinjiang.

Ekpar Asat, also from the XUAR, is the founder and CEO of the popular Uyghur-language website Bagdax. Chinese officials detained Asat weeks after he attended a leadership program in the U.S. organized by the U.S. State Department. In January of 2019, Chinese authorities wrote to a U.S. Senator that Asat had received a 15-year prison sentence. Details on his sentence, including the court and his whereabouts in custody, are unavailable.

###",2025-09-19,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=414999
PR_S000522_2025-09-19_23667,M:S000522,early,Smith introduces resolution to recognize and establish “National Hydrocephalus Awareness Month” and “World Hydrocephalus Day”,"To raise national awareness and advocate for those struggling with Hydrocephalus, Rep. Chris Smith (R-NJ), a senior lawmaker and Co-Chair of the Congressional Pediatric and Adult Hydrocephalus Caucus, today introduced a bipartisan congressional resolution, co-sponsored by Rep. Lloyd Doggett (D-TX), to formally recognize and establish September 20th as “World Hydrocephalus Day” and the month of September as “National Hydrocephalus Awareness Month.”

Hydrocephalus—colloquially referred to as “water on the brain”—is a life-threatening, chronic neurological condition characterized by an abnormal accumulation of cerebrospinal fluid on the brain. Hydrocephalus can be brought on by genetic predispositions, traumatic brain injuries, infections, or the aging process.

The condition, which currently does not have a known cure, impacts approximately 1,000,000 Americans, with a global incidence rate of 85 per 100,000 individuals.

“Despite the fact that 1 in every 770 babies born will develop Hydrocephalus, the condition is often overlooked, with the majority of cases going undiagnosed and untreated,” said Smith, the author of numerous pieces of legislation that advocate for Hydrocephalus research and treatment. “The United States must continue to support research to prevent, detect, and treat Hydrocephalus—greatly improving patients’ quality of life and extending their life expectancies.”

While Hydrocephalus does not discriminate—the condition can be developed by anyone of any age at any time—America’s servicemembers are at an especially heightened risk of acquiring Hydrocephalus, a common side effect of traumatic brain injuries (TBIs).

“Since 2000, more than 470,000 United States servicemembers have sustained traumatic brain injuries, one of the leading causes of Hydrocephalus,” said Smith. “An enhanced understanding of the condition, as well as its causes, will have significant impacts on both civilians and military personnel in the United States.”

Currently, the only known treatment for Hydrocephalus is expensive brain surgery, which entails the implantation of a “shunt,” or a tube that enables fluid to move from one part of the body to another. Unfortunately, shunts have one of the highest failure rates of all medical devices and must be frequently replaced, often requiring numerous surgeries.

“Those suffering from Hydrocephalus deserve better—better diagnoses, better answers, better treatments, and better prognoses,” stated Smith. “By officially recognizing ‘National Hydrocephalus Awareness Month’ and ‘World Hydrocephalus Day,’ the U.S. House of Representatives sends a strong message to Hydrocephalus patients: we will not give up on you, and we will continue to fight for a cure.”

Within his resolution, Smith also thanked the Hydrocephalus Association, the Pediatric Hydrocephalus Foundation, and other organizations for serving as “global leaders for Hydrocephalus awareness, education, support, advocacy, and research funding.”

###",2025-09-19,https://chrissmith.house.gov/news/documentsingle.aspx?DocumentID=415007
PR_J000294_2025-09-19_40784,M:J000294,early,JOINT LEADERSHIP STATEMENT ON POLITICAL VIOLENCE IN AMERICA,"Today, Democratic Leader Hakeem Jeffries, Whip Katherine Clark and Caucus Chair Pete Aguilar released the following statement:

The assassination of Charlie Kirk was horrifying, completely incompatible with American values and we condemn it in the strongest possible terms.

The intense atmosphere of political violence that exists in America is not sustainable, and requires all leaders, regardless of ideology, to bring the country together. The march toward righteous reconciliation will not be easy, but it is a necessary one to prevent America from exploding.

We will vote yes on H. Res 719 which is on the floor today. Our vote is not an endorsement of the views espoused by Charlie Kirk in any way, shape or form.

We also strongly support H. Res 746, a resolution introduced by Rep. Marc Veasey that condemns the assassination of Charlie Kirk and the documented explosion of political violence that America has experienced over the last several years. The Veasey resolution has more than 100 co-sponsors, and we urge everyone to join it.

As set forth in H. Res. 719, we call upon all Americans—regardless of race, party affiliation, or creed—to reject political violence, recommit to respectful debate, uphold American values, and respect one another as fellow Americans. Political violence against anyone for any reason at any time is not acceptable.

###",2025-09-19,https://jeffries.house.gov/2025/09/19/joint-leadership-statement-on-political-violence-in-america/
PR_J000294_2025-09-19_83081,M:J000294,early,LEADER JEFFRIES AHEAD OF VOTE ON PARTISAN GOP SPENDING BILL: “REPUBLICANS WILL OWN A GOVERNMENT SHUTDOWN. PERIOD. FULL STOP”,"Today, House Democratic Leader Hakeem Jeffries spoke on the House Floor to highlight how Republicans are determined to shut down the government in order to continue their relentless attack on the healthcare of the American people.

LEADER JEFFRIES: I rise today in strong opposition to legislation that continues the relentless Republican attack on the healthcare of the American people. What we’ve seen throughout this year, notwithstanding Republican promises to lower the high cost of living, which Republicans promised to do on day one of the Trump presidency. But we know costs aren’t going down here in the United States of America. They continue to go up. Inflation is going up. Life is becoming more expensive for the American people, in part as a result of Donald Trump’s tariffs that House Republicans continue to rubber stamp. Democrats recognize that the cost of living in the United States of America is far too high. We have to fix our broken healthcare system, and we also have to clean up corruption in this town so that we don’t have a government of the elites, by the elites and for the elites. We deserve a government of the people, by the people and for the people. That’s why we oppose this reckless Republican spending bill.

The Republican assault on healthcare has been relentless. Largest cut to Medicaid in American history. Millions of Americans losing their healthcare as a result of the Republican One Big Ugly Bill. Hungry children have had food stolen from their mouths as a result of the One Big Ugly Bill. That is going to make them vulnerable to sickness, illness and disease. And all of this was done so that Republicans could reward your billionaire donors with massive tax breaks. In addition to the unprecedented assault on Medicaid as a result of the Republican One Big Ugly Bill, the American people are confronting the possibility that Medicare could be cut by $536 billion this year, the largest cut to Medicare in American history, as a result of what Republicans have done as part of their relentless assault on the healthcare of the American people. Premiums, copays and deductibles are skyrocketing over the next few weeks. Tens of millions of Americans are about to confront dramatic increases in their healthcare. Thousands of dollars—in some cases, tens of thousands of dollars—in additional expense per year because of what Republicans have unleashed on the American people as part of this unprecedented assault on healthcare.

I heard earlier today some of my colleagues on the Republican side saying that the healthcare issue was not germane. That we’re raising issues around Medicaid or the Affordable Care Act or increases in premiums, co-pays and deductibles or the fact that Republicans are dramatically ending medical research in the United States of America, including as it relates to research for children with cancer. Who does that? And the fact that all across this country, as a result of actions Republicans have taken and are continuing to take in targeting the healthcare of the American people, hospitals, nursing homes and community-based health clinics are closing, including in all of your districts and throughout rural America. So don’t come back and argue to us that these issues are not germane. Let me tell you what’s germane. Protecting the healthcare of the American people is germane, and that’s what Democrats are doing in fighting back against this partisan Republican spending bill.

There is an alternative. It’s been introduced by Senator Patty Murray and Congresswoman Rosa DeLauro, supported by Democrats in the House and the Senate. It keeps the government open. It allows for a bipartisan negotiation as it relates to a spending bill that would actually meet the needs of the American people in terms of their health, their public safety and their economic well-being, to actually try and make progress on lowering costs in America, which you promised to do as Republicans, Mr. Speaker and failed to do. That’s the legislation that we should be taking up. Republicans know that this partisan, reckless, dirty spending bill is dead on arrival in the United States Senate. And yet, Republicans continue to refuse to even discuss protecting the healthcare of the American people in the face of a relentless Republican assault that will actually harm people and cause American children, families, seniors, veterans to lose their lives. We have a choice to make here in the House of Representatives.

It appears that Republicans believe that healthcare should simply be a privilege available only to the wealthy, the well-off and the well-connected. We strongly disagree. Access to high-quality, affordable healthcare is a right, and Democrats are on the Floor of the House of Representatives vindicating that right at all times. And that’s why we’re voting no.

Some have suggested that our principled opposition to the partisan Republican spending bill may result in government funding lapsing. But we’ve heard all year how Republicans have a mandate, how Republicans have the presidency, how Republicans control the House, how Republicans control the Senate. Well, if that, in fact, is the case, as is the moment, temporarily, Republicans will own a government shutdown. Period. Full stop. It’s the Republican shutdown. We’re fighting for the healthcare of the American people. We will do that today. We will do that tomorrow. We will do that next week. We will do that next month. We will do that this year. We will do that next year. We will do that at all times. We’re standing up for the healthcare of the American people. Cancel the cuts. Lower the cost. Save your healthcare.

Full floor speech can be watched here.

###",2025-09-19,https://jeffries.house.gov/2025/09/19/leader-jeffries-ahead-of-vote-on-partisan-gop-spending-bill-republicans-will-own-a-government-shutdown-period-full-stop/
PR_K000404_2025-09-19_92167,M:K000404,early,A Blessed Visit,"On Wednesday, I welcomed my good friend, Father Anthony O. Aguason from the San Jose Parish in Tinian to his congressional office. He was accompanied by fellow priests: Monsignor Freddie Billanes, Father Edsel Oelfin, Father Emmanuel Abela, Father Tomi Navarrosa, and Father Marty B. Jacinto. They were taken on a staff-led tour of the U.S. Capitol. Thank you for your visit—So great to see you again!",2025-09-19,https://king-hinds.house.gov/media/newsletters/blessed-visit
PR_K000404_2025-09-19_33185,M:K000404,early,Building Careers on the Water,"On Tuesday, I had the opportunity to meet with Capt. Michael W. Bacher of the Western Pacific Maritime Academy (WPMA) to discuss their important work in training the next generation of mariners here in the Marianas. Since opening in 2021, WPMA has already placed more than 50 local graduates into the U.S. maritime workforce, bringing in much needed tax revenue, while addressing the national shortage of qualified mariners. We spoke about new opportunities to expand WPMA’s training programs and infrastructure, including lifeboat and rescue boat facilities, as well as the potential for a multipurpose training ferry that could also support ecotourism, research, and inter-island transport. I look forward to working with Capt. Bacher and local and federal partners to ensure our people have the skills and opportunities to thrive in this vital industry.",2025-09-19,https://king-hinds.house.gov/media/newsletters/building-careers-water
PR_K000404_2025-09-19_14966,M:K000404,early,"Catch Up with Kim -- September 19, 2025 -- Letter from the Congresswoman","Catch Up with Kim -- September 19, 2025 -- Letter from the Congresswoman
September 19, 2025
Newsletters
Image
Back to top button",2025-09-19,https://king-hinds.house.gov/media/newsletters/catch-kim-september-19-2025-letter-congresswoman
PR_K000404_2025-09-19_65390,M:K000404,early,Catching Up with Congressman Mark Takano,"I recently had the pleasure of sitting down with my friend and colleague, Congressman Mark Takano of California. As the Ranking Member of the House Committee on Veterans’ Affairs, Congressman Takano has long been a champion for the men and women who served our nation. Our conversation touched on the challenges veterans face both here in the CNMI and across the country, and it was encouraging to exchange ideas on how we can better serve them. I’m especially grateful for his support of my bill, H.R. 3400, the TRAVEL Act, which is aimed at making it easier for veterans in the territories to access the healthcare system they deserve. Building these relationships is so important to ensure the voices of veterans in the Marianas are heard in Washington.",2025-09-19,https://king-hinds.house.gov/media/newsletters/catching-congressman-mark-takano
PR_K000404_2025-09-19_10109,M:K000404,early,David Punzalan Drops By,"Retired Deputy U.S. Marshal, David A. Punzalan, who served in both Guam and the Northern Marianas, visited with me in DC on Thursday. Thank you, David, for the insightful conversation and your many years of dedicated service to our country and the Marianas.",2025-09-19,https://king-hinds.house.gov/media/newsletters/david-punzalan-drops
PR_K000404_2025-09-19_61555,M:K000404,early,"Establishing a National Guard in the NMI: Feasible, but Not Without Its Challenges","The CNMI and American Samoa are the only two jurisdictions in the United States without a National Guard. The Guard plays a vital dual role, supporting our nation’s military while also serving states and communities during times of disaster. Recently, I received a letter from Senator Celina Babauta requesting legislation to amend Title 32 to establish a National Guard component in the Marianas. This week, I responded by sharing our research and outlining the steps necessary to move this idea forward. Creating a Guard here would require significant amendments to U.S. law, including Titles 32, 10, and 37, as well as commitments from the CNMI government to provide the resources and structure to make it feasible. This balance of responsibilities is a core feature of the National Guard as both a state and federal resource. If the Commonwealth determines this is a priority and has the resources to support it, I will do my part to advance the discussion in Congress. In 2018, the Guard Bureau provided an implementation plan, and updates to the 2015 Feasibility Study are underway. These updates will provide an even clearer picture of how the federal government, and the Marianas can make this a reality.",2025-09-19,https://king-hinds.house.gov/media/newsletters/establishing-national-guard-nmi-feasible-not-without-its-challenges
PR_K000404_2025-09-19_02684,M:K000404,early,Highlighting Content Creators at Small Business Committee Hearing,"At Wednesday’s Small Business Committee hearing on digital influence, I raised questions regarding the challenges that digital entrepreneurs encounter in today’s environment. Before serving as Delegate, I co-hosted the first SOME Awards with PalmTrio, the Marianas’ only show recognizing local influencers. Yesterday, I recognized Netty Cee, Zori Talks, and PalmTrio for creating opportunities by sharing our culture and inspiring others through their content. Content creators in the Marianas are more than influencers; they are small business owners whose work fuels a ripple effect, supporting countless others across our economy. Their success, along with other content creators across the Marianas, is our islands’ success, and it deserves to be recognized and supported.",2025-09-19,https://king-hinds.house.gov/media/newsletters/highlighting-content-creators-small-business-committee-hearing
PR_K000404_2025-09-19_39769,M:K000404,early,Sabino Sisters in DC Fighting for Universal Dental Care,"I was thrilled to sit down and meet with Dr. Ma’Lou Sabino, Chief of Dentistry and National Consultant for U.S. Veteran Affairs; Dr. Angie Sabino-Yamada, Chief Dentist at the Commonwealth Healthcare Corporation (CHC); along with Dr. Diane Liberty, a Sacramento-based dentist originally from Guam who continues to serve patients in the CNMI. They are in Washington, D.C. for the annual American Association of Oral & Maxillofacial Surgeons (AAOMS) meeting. Readers of the newsletter may recall me sharing the amazing story of the Sabino family. Our discussion focused on the urgent gaps in oral health accessibility for veterans, the challenges and barriers to preventive and comprehensive oral care in the Marianas, and data highlighting the alarming aggressiveness of oral cancer in our islands.",2025-09-19,https://king-hinds.house.gov/media/newsletters/sabino-sisters-dc-fighting-universal-dental-care
